title,sdgs
"INTRODUCTORY NOTE TO THE EUROPEAN COURT OF HUMAN RIGHTS (GC): LAUTSI
                    & OTHERS V. ITALY",SDG 5
Silence as Complicity: Elements of a Corporate Duty to Speak Out against the Violation of Human Rights,SDG 16
Silence as Complicity: Elements of a Corporate Duty to Speak Out against the Violation of Human Rights,SDG 5
Civil Marriage as a Locus of Civil Rights Struggles,SDG 16
"Public, Private and the Human Rights Act 1998: An Ideological Divide",SDG 16
"Public, Private and the Human Rights Act 1998: An Ideological Divide",SDG 5
Databases on Human Rights Education,SDG 16
Databases on Human Rights Education,SDG 4
Databases on Human Rights Education,SDG 5
"Tentacles of the Leviathan? Nationalism, Islamophobia, and the Insufficiency-yet-Indispensability of Human Rights for Religious Freedom in Contemporary Europe",SDG 16
"Tentacles of the Leviathan? Nationalism, Islamophobia, and the Insufficiency-yet-Indispensability of Human Rights for Religious Freedom in Contemporary Europe",SDG 5
Secretary of State Addresses Human Rights and the Internet,SDG 16
Secretary of State Addresses Human Rights and the Internet,SDG 5
"MY BODY, MY LIFE, MY BABY, MY RIGHTS",SDG 16
Human Rights Fifty Years after the Universal Declaration,SDG 16
Human Rights Fifty Years after the Universal Declaration,SDG 5
Downstairs at the UN Human Rights Meeting,SDG 16
Downstairs at the UN Human Rights Meeting,SDG 5
Introducing Discipline: Anthropology and Human Rights Administrations,SDG 16
Introducing Discipline: Anthropology and Human Rights Administrations,SDG 5
HUMAN RIGHTS AND PROTECTION OF NON-CITIZENS: WHITHER UNIVERSALITY AND INDIVISIBILITY OF RIGHTS?,SDG 16
HUMAN RIGHTS AND PROTECTION OF NON-CITIZENS: WHITHER UNIVERSALITY AND INDIVISIBILITY OF RIGHTS?,SDG 5
Economic Rights in African Communitarian Discourse,SDG 16
A Thundering Silence: Environmental Rights in the Dialogue between the EU Court of Justice and the European Court of Human Rights,SDG 16
A Thundering Silence: Environmental Rights in the Dialogue between the EU Court of Justice and the European Court of Human Rights,SDG 5
Process of Economic Globalisation and Protection of Human Rights in Latin America,SDG 16
Process of Economic Globalisation and Protection of Human Rights in Latin America,SDG 5
Symposium: Questioning the Human,SDG 5
HIV Testing: Breaking the Deadly Cycle,SDG 3
Equal in Word of Law: The Rights of Lesbian and Gay People in South Africa,SDG 16
Determinants of US foreign policy in multilateral development banks: The place of human rights,SDG 16
Determinants of US foreign policy in multilateral development banks: The place of human rights,SDG 5
International Human Rights,SDG 16
International Human Rights,SDG 5
The International Protection of Family Members' Rights as the 21st Century Approaches,SDG 16
"PHILOSOPHY AND ETHICS: Fr. Damien of Molokai, Catholic Social Justice and the Human Right to Water",SDG 16
"PHILOSOPHY AND ETHICS: Fr. Damien of Molokai, Catholic Social Justice and the Human Right to Water",SDG 5
"PHILOSOPHY AND ETHICS: Fr. Damien of Molokai, Catholic Social Justice and the Human Right to Water",SDG 6
The Concealed Crack in the Citadel: The United Nations Commission on Human Rights' Response to Confidential Communications,SDG 16
The Concealed Crack in the Citadel: The United Nations Commission on Human Rights' Response to Confidential Communications,SDG 5
"Child Beauty, Child Rights and the Devaluation of Women",SDG 15
"Child Beauty, Child Rights and the Devaluation of Women",SDG 16
Cuba and the Politics of Human Rights,SDG 16
Cuba and the Politics of Human Rights,SDG 5
"Institutions, Military Policy, and Human Rights in Colombia",SDG 16
"Institutions, Military Policy, and Human Rights in Colombia",SDG 5
Corporate Social Responsibility and International Human Rights Law,SDG 16
Corporate Social Responsibility and International Human Rights Law,SDG 5
"""You Talk Of Terrible Things So Matter-of-Factly in This Language of Science"": Constructing Human Rights in the Academy",SDG 16
"""You Talk Of Terrible Things So Matter-of-Factly in This Language of Science"": Constructing Human Rights in the Academy",SDG 5
Problems of Dependency: Human Rights Organizations in the Arab World,SDG 16
Problems of Dependency: Human Rights Organizations in the Arab World,SDG 5
EUROPEAN COURT OF HUMAN RIGHTS (ECHR): BANKOVIĆ V. BELGIUM,SDG 16
EUROPEAN COURT OF HUMAN RIGHTS (ECHR): BANKOVIĆ V. BELGIUM,SDG 5
At Law: International Human Rights Law and Mental Disability,SDG 16
At Law: International Human Rights Law and Mental Disability,SDG 5
Shame on You: The Impact of Human Rights Criticism on Political Repression in Latin America,SDG 16
Shame on You: The Impact of Human Rights Criticism on Political Repression in Latin America,SDG 5
IS A KANTIAN FOUNDATION OF HUMAN RIGHTS POSSIBLE (AND DESIRABLE)?,SDG 16
IS A KANTIAN FOUNDATION OF HUMAN RIGHTS POSSIBLE (AND DESIRABLE)?,SDG 5
THE HUMAN RIGHTS MOVEMENT AT U.S. WORKPLACES: CHALLENGES AND CHANGES,SDG 16
THE HUMAN RIGHTS MOVEMENT AT U.S. WORKPLACES: CHALLENGES AND CHANGES,SDG 5
Human Rights and Sexuality: First Steps Toward Articulating a Rights Framework for Claims to Sexual Rights and Freedoms,SDG 16
Human Rights and Sexuality: First Steps Toward Articulating a Rights Framework for Claims to Sexual Rights and Freedoms,SDG 5
Human rights and legal dimensions of self care interventions for sexual and reproductive health,SDG 16
Human rights and legal dimensions of self care interventions for sexual and reproductive health,SDG 5
Human rights and legal dimensions of self care interventions for sexual and reproductive health,SDG 3
INTRODUCTORY NOTE TO THE EUROPEAN COURT OF HUMAN RIGHTS: EL-MASRI V. THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA,SDG 16
INTRODUCTORY NOTE TO THE EUROPEAN COURT OF HUMAN RIGHTS: EL-MASRI V. THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA,SDG 5
"Human rights, humanitarian crisis, and humanitarian intervention",SDG 16
"Human rights, humanitarian crisis, and humanitarian intervention",SDG 5
The Convention on the Rights of the Child: Prospects for International Enforcement,SDG 16
1991 State of Human Rights Address,SDG 16
1991 State of Human Rights Address,SDG 5
"Animal Rights, Animal Minds, and Human Mindreading",SDG 16
"Animal Rights, Animal Minds, and Human Mindreading",SDG 5
Allying tobacco control with human rights: invited commentary,SDG 16
Allying tobacco control with human rights: invited commentary,SDG 5
The Future of International Human Rights Litigation,SDG 16
The Future of International Human Rights Litigation,SDG 5
A CRITIQUE OF HUMAN RIGHTS,SDG 16
A CRITIQUE OF HUMAN RIGHTS,SDG 5
Human Rights for Women: The U. N. Convention on the Elimination of All Forms of Discrimination against Women,SDG 16
Human Rights for Women: The U. N. Convention on the Elimination of All Forms of Discrimination against Women,SDG 15
Human Rights for Women: The U. N. Convention on the Elimination of All Forms of Discrimination against Women,SDG 5
WATER FOR ALL? DEVELOPING A HUMAN RIGHT TO WATER IN NATIONAL AND INTERNATIONAL LAW,SDG 5
WATER FOR ALL? DEVELOPING A HUMAN RIGHT TO WATER IN NATIONAL AND INTERNATIONAL LAW,SDG 6
Integrating Environmental Values into the European Convention on Human Rights,SDG 16
Integrating Environmental Values into the European Convention on Human Rights,SDG 5
EUROPEAN COURT OF HUMAN RIGHTS: DUBUS S.A. v. FRANCE,SDG 16
EUROPEAN COURT OF HUMAN RIGHTS: DUBUS S.A. v. FRANCE,SDG 5
A Human Rights Approach to the Labor Rights of Undocumented Workers,SDG 16
A Human Rights Approach to the Labor Rights of Undocumented Workers,SDG 5
Juvenile Curfews: The Rights of Minors vs. the Rhetoric of Public Safety,SDG 16
Elite Activism: Survival and Resistance in the Ivies,SDG 16
Subsidiarity as a Structural Principle of International Human Rights Law,SDG 16
Subsidiarity as a Structural Principle of International Human Rights Law,SDG 5
INTRODUCTORY NOTE TO PRINCIPLES AND GUIDELINES ON HUMAN AND PEOPLES’ RIGHTS WHILE COUNTERING TERRORISM IN AFRICA (AFR. COMM’N HUM. & PEOPLES’ RTS.),SDG 16
INTRODUCTORY NOTE TO PRINCIPLES AND GUIDELINES ON HUMAN AND PEOPLES’ RIGHTS WHILE COUNTERING TERRORISM IN AFRICA (AFR. COMM’N HUM. & PEOPLES’ RTS.),SDG 5
"'Rights-based approaches' to health policies and programs: Articulations, ambiguities, and assessment",SDG 16
"'Rights-based approaches' to health policies and programs: Articulations, ambiguities, and assessment",SDG 3
Teetering on the Edge of Legal Nihilism: Russia and the Evolving European Human Rights Regime,SDG 16
Teetering on the Edge of Legal Nihilism: Russia and the Evolving European Human Rights Regime,SDG 5
"Print Rights with a Thousand Masks: Migrant Vulnerability, Resistance, and Human Rights Law",SDG 16
"Print Rights with a Thousand Masks: Migrant Vulnerability, Resistance, and Human Rights Law",SDG 5
The potential of a human rights approach for accelerating the implementation of comprehensive restrictions on the marketing of unhealthy foods and non-alcoholic beverages to children,SDG 16
The potential of a human rights approach for accelerating the implementation of comprehensive restrictions on the marketing of unhealthy foods and non-alcoholic beverages to children,SDG 2
The potential of a human rights approach for accelerating the implementation of comprehensive restrictions on the marketing of unhealthy foods and non-alcoholic beverages to children,SDG 5
The potential of a human rights approach for accelerating the implementation of comprehensive restrictions on the marketing of unhealthy foods and non-alcoholic beverages to children,SDG 3
Africa Rights Monitor: Human Rights and the Western Saharan War,SDG 16
Africa Rights Monitor: Human Rights and the Western Saharan War,SDG 5
"THE WAR ON TERROR ESPIONAGE THRILLER, AND THE IMPERIALISM OF HUMAN RIGHTS",SDG 16
"THE WAR ON TERROR ESPIONAGE THRILLER, AND THE IMPERIALISM OF HUMAN RIGHTS",SDG 5
INCEST AND ARTICLE 8 OF THE EUROPEAN CONVENTION ON HUMAN RIGHTS,SDG 16
INCEST AND ARTICLE 8 OF THE EUROPEAN CONVENTION ON HUMAN RIGHTS,SDG 5
Overlegalizing Silences: Human Rights and Nonstate Actors,SDG 16
Overlegalizing Silences: Human Rights and Nonstate Actors,SDG 5
Women's Progress and Women's Human Rights,SDG 16
Women's Progress and Women's Human Rights,SDG 15
Women's Progress and Women's Human Rights,SDG 5
Democracy and the Preservation of Minority Identity: Fragmentation within the European Human Rights Framework,SDG 16
Democracy and the Preservation of Minority Identity: Fragmentation within the European Human Rights Framework,SDG 5
The Protection of Human Rights in the Framework of the European Convention on Human Rights,SDG 16
The Protection of Human Rights in the Framework of the European Convention on Human Rights,SDG 5
"Environmental Injustice in Uniontown, Alabama, Decades after the Civil Rights Act of 1964: It's Time for Action",SDG 16
Roadmap to Economic Justice: Enhancing Protections for Auto Consumers,SDG 16
SHADES OF DIGNITY: EXPLORING THE DEMANDS OF EQUALITY IN APPLYING HUMAN RIGHTS FRAMEWORKS TO HEALTH,SDG 16
SHADES OF DIGNITY: EXPLORING THE DEMANDS OF EQUALITY IN APPLYING HUMAN RIGHTS FRAMEWORKS TO HEALTH,SDG 5
SHADES OF DIGNITY: EXPLORING THE DEMANDS OF EQUALITY IN APPLYING HUMAN RIGHTS FRAMEWORKS TO HEALTH,SDG 3
"Ethical Risks, Corporate Lawyers, and Human Rights",SDG 16
"Ethical Risks, Corporate Lawyers, and Human Rights",SDG 5
Human Rights in Syria: The Never-Ending Emergency,SDG 16
Human Rights in Syria: The Never-Ending Emergency,SDG 5
INTER—AMERICAN COURT OF HUMAN RIGHTS: ADVISORY OPINION ON THE INTERPRETATION OF THE AMERICAN DECLARATION OF RIGHTS AND DUTIES OF MAN WITHIN THE FRAMEWORK OF ARTICLE 64 OF THE AMERICAN CONVENTION ON HUMAN RIGHTS,SDG 16
INTER—AMERICAN COURT OF HUMAN RIGHTS: ADVISORY OPINION ON THE INTERPRETATION OF THE AMERICAN DECLARATION OF RIGHTS AND DUTIES OF MAN WITHIN THE FRAMEWORK OF ARTICLE 64 OF THE AMERICAN CONVENTION ON HUMAN RIGHTS,SDG 5
Education on human rights and healthcare: evidence from Serbia,SDG 16
Education on human rights and healthcare: evidence from Serbia,SDG 4
Education on human rights and healthcare: evidence from Serbia,SDG 5
Education on human rights and healthcare: evidence from Serbia,SDG 3
Thinking inside the Box: A Closer Look at Democracy and Human Rights,SDG 16
Thinking inside the Box: A Closer Look at Democracy and Human Rights,SDG 5
Human Rights Violations after 9/11 and the Role of Constitutional Constraints,SDG 16
Human Rights Violations after 9/11 and the Role of Constitutional Constraints,SDG 5
Human Rights,SDG 16
Human Rights,SDG 5
"Human Rights Hero: The Legal Legacy of ""Griswold v. Connecticut""",SDG 16
"Human Rights Hero: The Legal Legacy of ""Griswold v. Connecticut""",SDG 5
Musings of a UN Special Rapporteur on Human Rights,SDG 16
Musings of a UN Special Rapporteur on Human Rights,SDG 5
HUMAN RIGHTS CONCERN AND CONDITIONS OF WOMEN IN AFGHANISTAN,SDG 16
HUMAN RIGHTS CONCERN AND CONDITIONS OF WOMEN IN AFGHANISTAN,SDG 15
HUMAN RIGHTS CONCERN AND CONDITIONS OF WOMEN IN AFGHANISTAN,SDG 5
RESPONSIBILITY IN GROUPS OF COMPANIES AND THE FUTURE OF INTERNATIONAL HUMAN RIGHTS AND ENVIRONMENTAL LITIGATION,SDG 16
RESPONSIBILITY IN GROUPS OF COMPANIES AND THE FUTURE OF INTERNATIONAL HUMAN RIGHTS AND ENVIRONMENTAL LITIGATION,SDG 5
"“No Jab, No Entry”: A Constitutional and Human Rights Perspective on Vaccine Mandates in Ghana",SDG 16
"“No Jab, No Entry”: A Constitutional and Human Rights Perspective on Vaccine Mandates in Ghana",SDG 5
PSR/IPPNW Switzerland - tackling the « radioactive Siamese twins » and considering human rights in the nuclear age,SDG 16
PSR/IPPNW Switzerland - tackling the « radioactive Siamese twins » and considering human rights in the nuclear age,SDG 5
